"STATION","NAME","DATE","AWND","CDSD","DSND","DSNW","EMNT","EMSD","EMSN","EMXP","EMXT","EVAP","HDSD","MNPN","MXPN","PRCP","SNOW","TAVG","TMAX","TMIN","WDF2","WDF5","WDMV","WSF2","WSF5"
"US1MAPL0005","KINGSTON 3.3 WNW, MA US","2022-05",,,,"0",,,"0.0","0.58",,,,,,"1.55","0.0",,,,,,,,
"US1MAPL0005","KINGSTON 3.3 WNW, MA US","2022-06",,,,,,,,"1.23",,,,,,"4.39",,,,,,,,,
"US1MAPL0005","KINGSTON 3.3 WNW, MA US","2022-07",,,,,,,,"0.89",,,,,,"2.23",,,,,,,,,
"US1MAPL0005","KINGSTON 3.3 WNW, MA US","2022-08",,,,,,,,"3.17",,,,,,"8.60",,,,,,,,,
"US1MAPL0005","KINGSTON 3.3 WNW, MA US","2022-09",,,,,,,,"1.38",,,,,,"4.55",,,,,,,,,
"US1MAPL0005","KINGSTON 3.3 WNW, MA US","2022-10",,,,,,,,"2.84",,,,,,"8.58",,,,,,,,,
"US1MAPL0005","KINGSTON 3.3 WNW, MA US","2022-11",,,,"0",,,"0.0","0.52",,,,,,"2.25","0.0",,,,,,,,
"US1MAPL0005","KINGSTON 3.3 WNW, MA US","2022-12",,,,"0",,,"0.9","2.36",,,,,,"7.11","1.9",,,,,,,,
"US1MAPL0005","KINGSTON 3.3 WNW, MA US","2023-01",,,"5","4",,"6","3.7","1.46",,,,,,"9.08","10.1",,,,,,,,
"US1MAPL0005","KINGSTON 3.3 WNW, MA US","2023-02",,,"1","3",,"2","1.9","0.55",,,,,,"1.91","5.6",,,,,,,,
"US1MAPL0005","KINGSTON 3.3 WNW, MA US","2023-03",,,"0","2",,"1","1.5","2.53",,,,,,"5.81","2.9",,,,,,,,
"US1MAPL0005","KINGSTON 3.3 WNW, MA US","2023-04",,,,"0",,,"0.0","1.09",,,,,,"2.70","0.0",,,,,,,,
"US1MAPL0005","KINGSTON 3.3 WNW, MA US","2023-05",,,,,,,,"2.46",,,,,,"4.18",,,,,,,,,
"US1MAPL0005","KINGSTON 3.3 WNW, MA US","2023-06",,,,,,,,"1.07",,,,,,"5.37",,,,,,,,,
"US1MAPL0005","KINGSTON 3.3 WNW, MA US","2023-07",,,,,,,,"2.31",,,,,,"6.31",,,,,,,,,
"US1MAPL0005","KINGSTON 3.3 WNW, MA US","2023-08",,,,,,,,"2.22",,,,,,"5.47",,,,,,,,,
"US1MAPL0005","KINGSTON 3.3 WNW, MA US","2023-09",,,,,,,,"1.89",,,,,,"8.48",,,,,,,,,
"US1MAWR0077","BERLIN 2.0 S, MA US","2020-03",,,,,,,,"1.58",,,,,,"3.74",,,,,,,,,
"US1MAWR0077","BERLIN 2.0 S, MA US","2020-04",,,,,,,,"1.11",,,,,,"5.69",,,,,,,,,
"US1MAWR0077","BERLIN 2.0 S, MA US","2020-05",,,,,,,,"1.00",,,,,,"2.72",,,,,,,,,
"US1MAWR0077","BERLIN 2.0 S, MA US","2020-06",,,,,,,,"0.67",,,,,,"2.44",,,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2020-10",,,"1","0",,"3","0.0","1.91",,,,,,"5.19","0.0",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2020-11",,,,"0",,,"0.0","1.42",,,,,,"3.30","0.0",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2020-12",,,,"2",,,"9.1","2.04",,,,,,"7.73","12.9",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2021-01",,,,"1",,,"2.9","0.72",,,,,,"2.56","4.0",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2021-02",,,"25","5",,"10","5.0","1.21",,,,,,"3.25","18.5",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2021-03",,,,"0",,,"0.0","0.78",,,,,,"1.85","0.0",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2021-04",,,,"0",,,"0.5","1.57",,,,,,"5.04","0.5",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2021-05",,,,"0",,,"0.0","1.95",,,,,,"5.14","0.0",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2021-06",,,,"0",,,"0.0","0.78",,,,,,"2.06","0.0",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2021-07",,,,"0",,,"0.0","3.00",,,,,,"13.49","0.0",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2021-08",,,,"0",,,"0.0","2.69",,,,,,"6.19","0.0",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2021-09",,,,"0",,,"0.0","4.33",,,,,,"7.59","0.0",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2021-10",,,,"0",,,"0.0","1.63",,,,,,"7.47","0.0",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2021-11",,,,"0",,,"0.0","1.09",,,,,,"2.27","0.0",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2021-12",,,,"0",,,"0.2","0.93",,,,,,"2.98","0.2",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2022-01",,,,"3",,,"5.8","1.00",,,,,,"3.44","10.2",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2022-02",,,,"2",,,"5.5","0.93",,,,,,"4.43","8.4",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2022-03",,,,"1",,,"1.8","0.69",,,,,,"2.38","1.8",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2022-04",,,,"0",,,"0.0","1.09",,,,,,"3.70","0.0",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2022-05",,,,"0",,,"0.0","0.49",,,,,,"1.22","0.0",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2022-06",,,,"0",,,"0.0","0.63",,,,,,"2.85","0.0",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2022-07",,,,"0",,,"0.0","0.35",,,,,,"1.28","0.0",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2022-08",,,,"0",,,"0.0","0.75",,,,,,"2.06","0.0",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2022-09",,,,"0",,,"0.0","1.43",,,,,,"3.94","0.0",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2022-10",,,,"0",,,"0.0","1.31",,,,,,"4.39","0.0",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2022-11",,,,"0",,,"0.0","0.52",,,,,,"2.12","0.0",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2022-12",,,,"0",,,"0.7","1.57",,,,,,"5.86","0.7",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2023-01",,,,"2",,,"1.8","1.24",,,,,,"6.20","4.1",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2023-02",,,,"2",,,"1.9","0.89",,,,,,"1.59","3.6",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2023-03",,,,"0",,,"0.7","1.49",,,,,,"5.61","0.7",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2023-04",,,,"0",,,"0.0","0.80",,,,,,"2.62","0.0",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2023-05",,,,"0",,,"0.0","2.43",,,,,,"4.22","0.0",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2023-06",,,,"0",,,"0.0","1.47",,,,,,"5.11","0.0",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2023-07",,,,"0",,,"0.0","2.14",,,,,,"9.96","0.0",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2023-08",,,,"0",,,"0.0","2.02",,,,,,"7.26","0.0",,,,,,,,
"US1MAMD0175","ARLINGTON 0.4 WNW, MA US","2023-09",,,,"0",,,"0.0","3.25",,,,,,"6.64","0.0",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-10","11.2","1106",,"0","34",,"0.0","1.17","86",,"379",,,"3.78","0.0","54.4","61.6","47.2","60","50",,"38.0","47"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-11","12.5","1106",,"0","14",,"0.1","1.39","70",,"1040",,,"9.26","0.1","43.0","48.9","37.1","80","280",,"38.9","51"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-12","10.7","1106",,"0","20",,"0.1","0.75","65",,"1898",,,"2.72","0.1","37.3","44.0","30.6","170","290",,"33.1","45"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2019-01","13.0","0",,"1","5",,"1.1","1.20","59",,"2958",,,"3.63","2.1","30.8","38.5","23.1","180","190",,"38.9","53"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2019-02","12.1","0",,"5","10",,"3.6","0.91","65",,"3837",,,"3.45","11.6","33.6","40.8","26.5","270","260",,"42.9","55"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2019-03","12.3","0",,"2","15",,"9.9","0.97","70",,"4639",,,"2.96","13.5","39.1","46.7","31.5","190","190",,"38.0","50"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2019-04","12.5","7",,"0","30",,"0.0","2.30","77",,"5046",,,"6.53","0.0","51.7","59.5","43.9","270","280",,"38.0","56"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2019-05","10.7","28",,"0","43",,"0.0","0.82","89",,"5289",,,"3.35","0.0","57.8","65.2","50.5","310","330",,"31.1","44"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2019-06","9.8","146",,"0","53",,"0.0","1.65","87",,"5310",,,"5.15","0.0","68.2","75.7","60.8","10","20",,"38.0","54"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2019-07","9.4","570",,"0","63",,"0.0","1.37","98",,"0",,,"5.81","0.0","78.7","86.6","70.7","230","210",,"48.1","74"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2019-08","9.6","853",,"0","57",,"0.0","1.90","95",,"0",,,"3.48","0.0","74.1","81.7","66.5","320","250",,"25.1","33"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2019-09","10.1","972",,"0","50",,"0.0","1.11","92",,"31",,,"2.17","0.0","68.0","76.0","60.0","260","250",,"31.1","39"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2019-10","11.6","980",,"0","42",,"0.0","1.43","81",,"273",,,"4.46","0.0","57.5","63.8","51.0","90","90",,"55.0","70"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2019-11","11.9","980",,"0","21",,"0.0","1.51","72",,"939",,,"3.37","0.0","42.8","49.9","35.6","200","200",,"38.0","51"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2019-12","12.1","980",,"5","15",,"4.8","1.29","63",,"1799",,,"6.07","11.5","37.3","43.6","30.9","60","270",,"36.0","46"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2020-01","11.4","0",,"1","14",,"3.0","0.70","74",,"2636",,,"1.39","3.1","38.0","44.9","31.1","230","200",,"38.9","48"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2020-02","10.5","0",,"0","12",,"0.3","0.75","64",,"3424",,,"3.30","0.5","37.8","44.8","30.8","240","290",,"40.9","56"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2020-03","12.8","0",,"0","19",,"0.0","1.38","72",,"4142",,,"3.61","0.0","41.9","49.4","34.3","30","270",,"38.0","49"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2020-04","13.4","0",,"0","31",,"0.7","0.83","62",,"4755",,,"4.33","0.7","44.6","50.5","38.6","190","190",,"47.0","59"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2020-05","11.9","32",,"0","34",,"0.0","0.79","83",,"5042",,,"2.21","0.0","56.8","65.7","47.8","280","270",,"33.1","47"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2020-06","8.9","200",,"0","47",,"0.0","1.19","92",,"5083",,,"2.67","0.0","69.2","77.8","60.6","200","210",,"23.9","33"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2020-07","9.6","520",,"0","59",,"0.0","0.62","95",,"0",,,"1.95","0.0","75.3","82.8","67.8","280","300",,"35.1","47"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2020-08","9.6","805",,"0","58",,"0.0","1.33","94",,"3",,,"2.28","0.0","74.1","81.9","66.3","170","170",,"42.9","53"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2020-09","9.8","893",,"0","44",,"0.0","0.46","85",,"74",,,"0.98","0.0","65.6","73.8","57.3","200","180",,"44.1","57"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2020-10","10.3","896",,"1","28",,"4.3","1.50","78",,"395",,,"4.98","4.3","54.8","61.8","47.7","270","270",,"44.1","66"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2020-11","10.7","896",,"0","22",,"0.0","1.81","75",,"906",,,"4.20","0.0","48.0","56.7","39.2","160","160",,"44.1","56"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2020-12","11.9","896",,"1","16",,"12.3","1.72","63",,"1804",,,"5.67","13.0","36.0","42.7","29.3","60","60",,"38.9","48"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2021-01","11.4","0",,"2","7",,"3.6","1.03","52",,"2856",,,"2.02","5.8","31.1","36.9","25.2","110","110",,"42.9","49"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2021-02","10.7","0",,"4","11",,"5.3","0.69","50",,"3811",,,"3.06","15.3","30.9","36.2","25.6","30","50",,"36.0","46"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2021-03","12.5","0",,"0","13",,"0.1","0.69","74",,"4521",,,"1.89","0.1","42.1","51.3","32.8","270","280",,"44.1","53"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2021-04","11.9","0",,"0","29",,"0.1","1.60","78",,"4948",,,"4.44","0.1","50.8","58.8","42.7","270","260",,"38.0","48"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2021-05","11.2","60",,"0","44",,"0.0","1.08","92",,"5121",,,"4.92","0.0","61.4","69.9","52.9","50","280",,"29.1","39"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2021-06","10.1","345",,"0","54",,"0.0","0.91","100",,"5124",,,"2.57","0.0","74.4","83.6","65.1","290","280",,"40.0","49"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2021-07","8.9","582",,"0","57",,"0.0","2.04","95",,"9",,,"10.08","0.0","72.4","79.1","65.7","300","300",,"40.0","61"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2021-08","8.9","950",,"0","62",,"0.0","1.69","96",,"9",,,"7.00","0.0","76.9","83.7","70.0","40","50",,"31.1","39"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2021-09","9.6","1103",,"0","52",,"0.0","2.54","86",,"23",,,"7.47","0.0","69.6","76.7","62.6","10","10",,"28.0","35"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2021-10","11.2","1116",,"0","41",,"0.0","1.08","78",,"194",,,"5.11","0.0","59.9","66.1","53.7","20","30",,"47.0","59"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2021-11","10.3","1116",,"0","26",,"0.0","0.53","70",,"802",,,"1.34","0.0","44.7","52.1","37.4","180","180",,"40.0","52"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2021-12","10.1","1116",,"0","20",,"0.3","0.56","64",,"1600",,,"2.45","0.4","39.3","45.8","32.8","290","310",,"42.9","59"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2022-01","12.1","0",,"2","4",,"23.6","0.73","52",,"2762",,,"2.33","36.2","27.5","35.6","19.4","100","120",,"44.1","56"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2022-02","11.6","0",,"3","10",,"8.5","1.87","69",,"3652",,,"4.61","15.3","33.2","42.2","24.2","220","200",,"36.0","49"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2022-03","11.9","0",,"1","17",,"1.9","0.75","68",,"4382",,,"2.94","2.1","41.4","49.7","33.2","290","280",,"36.0","58"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2022-04","12.5","0",,"0","35",,"0.0","0.56","73",,"4830",,,"2.32","0.0","50.1","57.9","42.3","130","80",,"36.9","46"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2022-05","11.0","52",,"0","41",,"0.0","0.73","89",,"5019",,,"1.32","0.0","60.6","68.7","52.4","180","180",,"32.0","45"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2022-06","10.3","178",,"0","51",,"0.0","0.85","90",,"5057",,,"2.33","0.0","67.9","76.2","59.6","290","290",,"29.1","38"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2022-07","10.7","565",,"0","61",,"0.0","0.19","100",,"0",,,"0.62","0.0","77.5","86.5","68.4","220","200",,"29.1","37"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2022-08","9.8","927",,"0","63",,"0.0","0.44","98",,"0",,,"1.48","0.0","76.7","85.2","68.1","260","260",,"25.9","35"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2022-09","10.1","995",,"0","48",,"0.0","0.75","84",,"61",,,"2.61","0.0","65.2","72.2","58.2","320","330",,"32.0","44"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2022-10","9.6","997",,"0","39",,"0.0","1.19","78",,"325",,,"4.28","0.0","56.6","63.5","49.7","30","30",,"33.1","42"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2022-11","11.6","1006",,"0","25",,"0.0","0.79","77",,"813",,,"2.70","0.0","49.0","56.6","41.4","180","190",,"35.1","44"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2022-12","13.0","1006",,"0","11",,"0.9","1.28","63",,"1670",,,"3.76","1.0","37.4","44.1","30.6","230","200",,"45.0","60"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2023-01","10.7","0",,"3","23",,"2.3","0.87","58",,"2510",,,"5.24","6.9","37.9","43.6","32.2","60","280",,"36.0","46"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2023-02","11.4","0",,"1","-10",,"1.8","0.53","62",,"3350",,,"1.37","3.6","35.0","43.4","26.6","290","290",,"35.1","48"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2023-03","12.8","0",,"0","28",,"0.5","2.20","61",,"4101",,,"4.29","0.9","40.8","47.1","34.4","30","260",,"38.9","45"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2023-04","11.2","4",,"0","31",,"0.0","1.81","88",,"4532",,,"3.10","0.0","50.8","58.0","43.6","110","110",,"32.0","44"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2023-05","11.4","41",,"0","42",,"0.0","1.83","86",,"4719",,,"2.26","0.0","60.1","69.3","51.0","350","330",,"31.1","41"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2023-06","9.4","144",,"0","47",,"0.0","0.77","84",,"4797",,,"3.44","0.0","65.9","72.4","59.4","170","360",,"25.9","35"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2023-07","8.7","468",,"0","61",,"0.0","3.07","91",,"0",,,"10.42","0.0","75.4","82.6","68.3","240","270",,"33.1","45"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2023-08","9.4","678",,"0","59",,"0.0","1.78","88",,"0",,,"6.46","0.0","71.8","78.5","65.0","130","130",,"38.9","47"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2023-09","9.6","810",,"0","49",,"0.0","1.52","93",,"60",,,"3.76","0.0","67.4","73.3","61.6","300","300",,"32.0","42"
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2020-12",,,,"3",,,"11.5","2.04",,,,,,"7.69","17.9",,,,,,,,
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2021-01",,,,"2",,,"4.5","1.02",,,,,,"2.72","6.1",,,,,,,,
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2021-02",,,,"5",,,"16.5","1.14",,,,,,"3.28","28.7",,,,,,,,
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2021-03",,,,"0",,,"0.0","0.85",,,,,,"1.85","0.0",,,,,,,,
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2021-04",,,,"0",,,"0.0","0.95",,,,,,"3.85","0.0",,,,,,,,
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2021-05",,,,"0",,,"0.0","1.97",,,,,,"5.15","0.0",,,,,,,,
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2021-06",,,,"0",,,"0.0","0.83",,,,,,"2.30","0.0",,,,,,,,
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2021-07",,,,"0",,,"0.0","3.36",,,,,,"10.61","0.0",,,,,,,,
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2021-08",,,,"0",,,"0.0","3.02",,,,,,"6.41","0.0",,,,,,,,
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2021-09",,,,"0",,,"0.0","4.04",,,,,,"7.69","0.0",,,,,,,,
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2021-10",,,,"0",,,"0.0","1.34",,,,,,"6.45","0.0",,,,,,,,
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2021-11",,,,"0",,,"0.0","1.73",,,,,,"2.56","0.0",,,,,,,,
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2021-12",,,,"0",,,"0.6","0.95",,,,,,"2.97","0.7",,,,,,,,
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2022-01",,,"10","4",,"11","5.7","0.90",,,,,,"3.87","12.0",,,,,,,,
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2022-02",,,,"5",,,"5.5","0.97",,,,,,"5.23","16.1",,,,,,,,
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2022-03",,,,"1",,,"3.0","0.98",,,,,,"2.89","3.2",,,,,,,,
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2022-04",,,"0","0",,"0","0.0","1.31",,,,,,"4.13","0.0",,,,,,,,
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2022-05",,,"0","0",,"0","0.0","0.60",,,,,,"1.61","0.0",,,,,,,,
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2022-06",,,"0","0",,"0","0.0","0.64",,,,,,"2.24","0.0",,,,,,,,
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2022-07",,,"0","0",,"0","0.0","0.74",,,,,,"2.02","0.0",,,,,,,,
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2022-08",,,"0","0",,"0","0.0","0.83",,,,,,"2.49","0.0",,,,,,,,
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2022-09",,,"0","0",,"0","0.0","1.69",,,,,,"5.30","0.0",,,,,,,,
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2022-10",,,"0","0",,"0","0.0","0.82",,,,,,"3.92","0.0",,,,,,,,
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2022-11",,,"0","0",,"0","0.0","0.75",,,,,,"2.46","0.0",,,,,,,,
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2022-12",,,"2","1",,"1","1.3","1.56",,,,,,"6.26","1.3",,,,,,,,
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2023-01",,,,"1",,,"1.5","1.32",,,,,,"6.79","3.7",,,,,,,,
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2023-02",,,"2","3",,"4","2.2","0.86",,,,,,"1.87","5.3",,,,,,,,
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2023-03",,,,"2",,,"2.5","1.71",,,,,,"5.60","4.5",,,,,,,,
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2023-04",,,"0","0",,"0","0.0","1.36",,,,,,"3.20","0.0",,,,,,,,
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2023-05",,,"0","0",,"0","0.0","1.81",,,,,,"3.86","0.0",,,,,,,,
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2023-06",,,"0","0",,"0","0.0","1.27",,,,,,"3.80","0.0",,,,,,,,
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2023-07",,,"0","0",,"0","0.0","2.34",,,,,,"11.96","0.0",,,,,,,,
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2023-08",,,"0","0",,"0","0.0","2.37",,,,,,"10.02","0.0",,,,,,,,
"US1MAMD0178","FRAMINGHAM 2.0 NNE, MA US","2023-09",,,"0","0",,"0","0.0","2.32",,,,,,"7.13","0.0",,,,,,,,
"US1MAES0077","GROVELAND 1.2 NE, MA US","2021-04",,,,,,,,"1.90",,,,,,"4.80",,,,,,,,,
"US1MAES0077","GROVELAND 1.2 NE, MA US","2021-05",,,,,,,,"1.10",,,,,,"4.28",,,,,,,,,
"US1MAES0077","GROVELAND 1.2 NE, MA US","2021-06",,,,,,,,"0.73",,,,,,"2.52",,,,,,,,,
"US1MAES0077","GROVELAND 1.2 NE, MA US","2021-07",,,,,,,,"2.38",,,,,,"11.45",,,,,,,,,
"US1MAES0077","GROVELAND 1.2 NE, MA US","2021-08",,,,,,,,"1.45",,,,,,"4.21",,,,,,,,,
"US1MAES0077","GROVELAND 1.2 NE, MA US","2021-09",,,,,,,,"3.31",,,,,,"6.09",,,,,,,,,
"US1MAES0077","GROVELAND 1.2 NE, MA US","2021-10",,,,,,,,"3.04",,,,,,"7.56",,,,,,,,,
"US1MAES0077","GROVELAND 1.2 NE, MA US","2021-11",,,,,,,,"1.67",,,,,,"2.77",,,,,,,,,
"US1MAES0077","GROVELAND 1.2 NE, MA US","2021-12",,,,,,,,"0.74",,,,,,"3.13",,,,,,,,,
"US1MAES0077","GROVELAND 1.2 NE, MA US","2022-01",,,,,,,,"0.99",,,,,,"3.22",,,,,,,,,
"US1MAES0077","GROVELAND 1.2 NE, MA US","2022-02",,,,,,,,"1.48",,,,,,"5.02",,,,,,,,,
"US1MAES0077","GROVELAND 1.2 NE, MA US","2022-03",,,,,,,,"0.65",,,,,,"2.32",,,,,,,,,
